Package Name,Package Version,Code Coverage,CVE Analysis Safety,Static Code Analysis Status,Dynamic Program Analysis Status
kernel-module-qt1010-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,60,83,41,21
kernel-module-quatech2-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,68,99,38,5
kernel-module-quota-tree-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,12,99,8,10
kernel-module-quota-v1-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,63,44,4,42
kernel-module-quota-v2-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,51,27,58,47
kernel-module-r8153-ecm-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,37,83,10,72
kernel-module-r8169-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,84,95,33,2
kernel-module-r8188eu-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,54,97,83,92
kernel-module-r820t-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,22,35,87,64
kernel-module-r8712u-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,70,22,13,4
kernel-module-radio-keene-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,49,100,22,43
kernel-module-radio-ma901-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,62,5,60,38
kernel-module-radio-mr800-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,15,67,4,35
kernel-module-radio-shark-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,68,100,13,27
kernel-module-radio-si470x-common-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,11,9,50,31
kernel-module-radio-si470x-i2c-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,59,47,11,83
kernel-module-radio-si470x-usb-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,89,87,42,93
kernel-module-radio-tea5764-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,71,85,83,39
kernel-module-radio-wl1273-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,41,76,99,93
kernel-module-raid0-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,27,55,42,91
kernel-module-raid1-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,3,89,53,88
kernel-module-raid10-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,52,60,62,70
kernel-module-raid456-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,87,54,32,33
kernel-module-raid6-pq-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,67,51,99,53
kernel-module-raspberrypi-axi-monitor-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,69,99,57,57
kernel-module-raspberrypi-hwmon-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,93,75,56,68
kernel-module-raspberrypi-ts-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,79,25,100,19
kernel-module-rc-loopback-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,50,94,13,96
kernel-module-realtek-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,47,97,79,50
kernel-module-redrat3-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,58,42,11,69
kernel-module-reiserfs-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,36,14,56,27
kernel-module-repaper-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,5,11,3,20
kernel-module-rfcomm-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,78,97,47,74
kernel-module-rfkill-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,16,33,2,79
kernel-module-rndis-host-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,25,22,18,81
kernel-module-rndis-wlan-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,13,34,100,68
kernel-module-roles-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,15,6,72,7
kernel-module-rose-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,100,92,86,90
kernel-module-rotary-encoder-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,44,96,59,23
kernel-module-rpcsec-gss-krb5-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,14,95,78,94
kernel-module-rpi-backlight-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,22,71,1,42
kernel-module-rpi-panel-attiny-regulator-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,75,99,90,41
kernel-module-rpi-poe-power-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,19,93,26,68
kernel-module-rpisense-core-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,99,58,11,10
kernel-module-rpisense-fb-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,35,30,17,66
kernel-module-rpisense-js-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,56,39,90,46
kernel-module-rpivid-hevc-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,95,42,81,8
kernel-module-rpivid-mem-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,81,52,50,10
kernel-module-rt2500usb-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,68,10,28,78
kernel-module-rt2800lib-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,78,32,79,12
kernel-module-rt2800usb-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,75,43,31,3
kernel-module-rt2x00lib-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,75,16,83,4
kernel-module-rt2x00usb-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,48,91,81,9
kernel-module-rt73usb-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,27,88,98,75
kernel-module-rtc-abx80x-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,10,77,96,23
kernel-module-rtc-bq32k-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,99,79,30,27
kernel-module-rtc-ds1302-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,100,39,50,88
kernel-module-rtc-ds1305-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,3,50,47,5
kernel-module-rtc-ds1307-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,33,76,3,50
kernel-module-rtc-ds1374-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,13,60,39,0
kernel-module-rtc-ds1390-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,93,81,68,81
kernel-module-rtc-ds1672-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,22,81,45,76
kernel-module-rtc-ds3232-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,11,5,6,65
kernel-module-rtc-em3027-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,39,58,79,78
kernel-module-rtc-fm3130-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,68,68,15,18
kernel-module-rtc-isl12022-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,94,99,43,29
kernel-module-rtc-isl1208-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,91,72,46,90
kernel-module-rtc-m41t80-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,12,2,49,99
kernel-module-rtc-m41t93-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,1,76,82,90
kernel-module-rtc-m41t94-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,10,27,99,88
kernel-module-rtc-max6900-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,100,91,66,89
kernel-module-rtc-max6902-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,73,2,90,27
kernel-module-rtc-pcf2123-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,65,52,96,24
kernel-module-rtc-pcf2127-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,47,51,73,90
kernel-module-rtc-pcf85063-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,74,12,43,47
kernel-module-rtc-pcf8523-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,88,55,4,39
kernel-module-rtc-pcf85363-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,68,74,46,57
kernel-module-rtc-pcf8563-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,31,63,77,26
kernel-module-rtc-pcf8583-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,15,21,24,2
kernel-module-rtc-r9701-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,98,24,16,7
kernel-module-rtc-rs5c348-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,1,79,8,85
kernel-module-rtc-rs5c372-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,28,87,83,66
kernel-module-rtc-rv3028-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,12,67,80,36
kernel-module-rtc-rv3029c2-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,50,100,67,16
kernel-module-rtc-rv3032-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,57,2,35,72
kernel-module-rtc-rv8803-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,60,52,78,28
kernel-module-rtc-rx4581-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,31,86,96,68
kernel-module-rtc-rx8025-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,2,17,89,84
kernel-module-rtc-rx8581-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,38,25,28,34
kernel-module-rtc-s35390a-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,22,28,61,82
kernel-module-rtc-sd3078-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,10,56,39,5
kernel-module-rtc-x1205-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,47,97,17,75
kernel-module-rtl-usb-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,65,0,54,89
kernel-module-rtl2830-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,38,3,77,66
kernel-module-rtl2832-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,27,38,69,96
kernel-module-rtl2832-sdr-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,98,77,63,8
kernel-module-rtl8150-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,67,46,17,16
kernel-module-rtl8187-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,12,23,8,82
kernel-module-rtl8192c-common-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,61,46,71,45
kernel-module-rtl8192cu-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,67,35,52,87
kernel-module-rtl8xxxu-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,2,75,20,40
kernel-module-rtlwifi-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,40,19,15,87
kernel-module-s2250-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,8,99,72,97
kernel-module-s2255drv-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,33,33,3,64
kernel-module-s3fwrn5-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,37,65,6,87
kernel-module-s3fwrn5-i2c-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,99,55,13,71
kernel-module-s5h1409-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,58,96,91,56
kernel-module-s5h1411-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,43,92,80,78
kernel-module-s5h1420-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,12,64,31,96
kernel-module-s5h1432-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,18,15,97,99
kernel-module-s921-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,15,17,63,100
kernel-module-saa7115-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,66,98,41,82
kernel-module-saa7706h-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,38,98,25,97
kernel-module-safe-serial-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,90,22,68,27
kernel-module-sata-mv-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,91,69,84,35
kernel-module-sc16is7xx-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,44,55,17,37
kernel-module-sch-atm-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,18,42,30,2
kernel-module-sch-cake-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,57,99,47,23
kernel-module-sch-cbq-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,91,89,69,96
kernel-module-sch-choke-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,38,78,25,14
kernel-module-sch-codel-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,2,5,31,8
kernel-module-sch-drr-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,30,84,65,50
kernel-module-sch-dsmark-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,83,76,100,61
kernel-module-sch-fq-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,32,55,16,16
kernel-module-sch-fq-codel-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,0,32,79,28
kernel-module-sch-gred-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,50,86,33,52
kernel-module-sch-hfsc-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,55,0,6,86
kernel-module-sch-hhf-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,82,79,31,11
kernel-module-sch-htb-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,19,27,35,52
kernel-module-sch-ingress-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,11,4,70,16
kernel-module-sch-mqprio-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,70,47,6,2
kernel-module-sch-multiq-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,75,32,86,26
kernel-module-sch-netem-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,12,71,17,45
kernel-module-sch-pie-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,90,25,89,51
kernel-module-sch-plug-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,54,30,82,52
kernel-module-sch-prio-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,30,70,35,74
kernel-module-sch-qfq-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,73,32,85,6
kernel-module-sch-red-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,66,17,81,93
kernel-module-sch-sfb-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,49,81,31,40
kernel-module-sch-sfq-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,93,87,17,73
kernel-module-sch-tbf-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,17,86,32,46
kernel-module-sch-teql-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,5,91,36,61
kernel-module-sctp-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,87,67,53,80
kernel-module-sctp-diag-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,49,59,3,3
kernel-module-seqiv-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,35,64,73,20
kernel-module-serio-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,46,86,16,46
kernel-module-serio-raw-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,51,67,88,51
kernel-module-serport-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,75,12,20,64
kernel-module-sg-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,100,45,58,77
kernel-module-sgp30-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,71,2,77,0
kernel-module-shark2-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,14,57,13,77
kernel-module-sht21-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,67,67,38,24
kernel-module-sht3x-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,16,41,27,72
kernel-module-sht4x-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,48,0,81,78
kernel-module-shtc1-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,57,95,31,96
kernel-module-si2157-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,46,60,85,18
kernel-module-si2165-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,12,17,97,57
kernel-module-si2168-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,33,6,19,99
kernel-module-si21xx-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,15,3,62,67
kernel-module-si4713-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,62,3,77,44
kernel-module-sierra-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,69,88,2,67
kernel-module-sierra-net-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,19,79,54,11
kernel-module-simple-bridge-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,81,5,34,88
kernel-module-simple-mfd-i2c-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,85,10,6,89
kernel-module-sit-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,49,4,77,85
kernel-module-slcan-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,14,22,9,59
kernel-module-slhc-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,4,70,3,25
kernel-module-slip-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,70,45,59,85
kernel-module-smsc-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,27,81,33,93
kernel-module-smsc75xx-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,64,61,55,2
kernel-module-smsc95xx-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,92,45,78,82
kernel-module-smsdvb-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,49,55,68,31
kernel-module-smsmdtv-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,32,94,77,44
kernel-module-smsusb-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,6,9,16,6
kernel-module-snd-aloop-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,85,92,38,75
kernel-module-snd-bcm2835-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,89,85,2,23
kernel-module-snd-dummy-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,63,12,54,0
kernel-module-snd-hrtimer-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,36,9,64,56
kernel-module-snd-mpu401-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,55,99,5,99
kernel-module-snd-mpu401-uart-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,64,97,100,46
kernel-module-snd-mtpav-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,96,6,98,55
kernel-module-snd-pcm-oss-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,49,58,35,86
kernel-module-snd-seq-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,34,65,31,39
kernel-module-snd-seq-dummy-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,93,30,89,62
kernel-module-snd-seq-midi-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,87,92,87,44
kernel-module-snd-seq-midi-event-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,78,24,68,89
kernel-module-snd-seq-virmidi-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,76,49,90,98
kernel-module-snd-serial-u16550-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,85,38,39,53
kernel-module-snd-soc-ad193x-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,23,9,24,100
kernel-module-snd-soc-ad193x-i2c-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,8,67,26,21
kernel-module-snd-soc-ad193x-spi-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,31,32,54,60
kernel-module-snd-soc-adau1701-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,95,92,85,56
kernel-module-snd-soc-adau1977-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,3,18,83,39
kernel-module-snd-soc-adau1977-i2c-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,52,78,46,27
kernel-module-snd-soc-adau7002-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,24,6,11,60
kernel-module-snd-soc-ak4554-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,24,87,33,21
kernel-module-snd-soc-allo-boss-dac-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,66,2,62,34
kernel-module-snd-soc-allo-boss2-dac-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,87,31,14,90
kernel-module-snd-soc-allo-katana-codec-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,93,70,13,36
kernel-module-snd-soc-allo-piano-dac-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,16,46,98,90
kernel-module-snd-soc-allo-piano-dac-plus-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,71,20,32,45
kernel-module-snd-soc-arizona-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,17,35,53,84
kernel-module-snd-soc-audio-graph-card-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,54,49,48,93
kernel-module-snd-soc-audioinjector-isolated-soundcard-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,93,45,15,56
kernel-module-snd-soc-audioinjector-octo-soundcard-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,83,37,79,25
kernel-module-snd-soc-audioinjector-pi-soundcard-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,31,21,62,46
kernel-module-snd-soc-audiosense-pi-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,72,53,88,11
kernel-module-snd-soc-bcm2835-i2s-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,0,9,14,80
kernel-module-snd-soc-chipdip-dac-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,16,51,10,20
kernel-module-snd-soc-cs4265-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,93,62,18,10
kernel-module-snd-soc-cs4271-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,93,20,82,40
kernel-module-snd-soc-cs4271-i2c-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,16,48,83,32
kernel-module-snd-soc-cs42xx8-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,56,12,10,62
kernel-module-snd-soc-cs42xx8-i2c-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,61,2,34,15
kernel-module-snd-soc-da7213-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,75,68,22,21
kernel-module-snd-soc-dacberry400-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,46,0,85,30
kernel-module-snd-soc-digidac1-soundcard-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,59,23,73,73
kernel-module-snd-soc-dionaudio-loco-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,83,10,43,5
kernel-module-snd-soc-dionaudio-loco-v2-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,12,1,5,29
kernel-module-snd-soc-dmic-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,59,99,88,54
kernel-module-snd-soc-fe-pi-audio-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,27,52,10,94
kernel-module-snd-soc-googlevoicehat-codec-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,25,56,17,46
kernel-module-snd-soc-hdmi-codec-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,57,35,1,93
kernel-module-snd-soc-hifiberry-dacplus-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,57,79,3,88
kernel-module-snd-soc-hifiberry-dacplusadc-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,0,1,21,85
kernel-module-snd-soc-hifiberry-dacplusadcpro-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,47,44,75,42
kernel-module-snd-soc-hifiberry-dacplusdsp-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,84,50,81,29
kernel-module-snd-soc-hifiberry-dacplushd-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,93,60,2,19
kernel-module-snd-soc-i-sabre-codec-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,97,18,48,14
kernel-module-snd-soc-i-sabre-q2m-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,65,48,14,85
kernel-module-snd-soc-ics43432-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,45,88,0,69
kernel-module-snd-soc-iqaudio-codec-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,45,7,13,2
kernel-module-snd-soc-iqaudio-dac-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,55,24,2,73
kernel-module-snd-soc-justboom-both-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,39,95,98,70
kernel-module-snd-soc-justboom-dac-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,85,19,53,91
kernel-module-snd-soc-ma120x0p-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,70,10,45,97
kernel-module-snd-soc-max98357a-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,60,31,64,84
kernel-module-snd-soc-pcm1794a-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,82,67,16,28
kernel-module-snd-soc-pcm179x-codec-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,7,54,0,44
kernel-module-snd-soc-pcm179x-i2c-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,51,55,57,100
kernel-module-snd-soc-pcm186x-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,37,82,85,54
kernel-module-snd-soc-pcm186x-i2c-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,91,25,55,70
kernel-module-snd-soc-pcm5102a-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,47,54,64,8
kernel-module-snd-soc-pcm512x-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,24,63,10,93
kernel-module-snd-soc-pcm512x-i2c-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,20,16,84,0
kernel-module-snd-soc-pifi-40-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,18,95,43,48
kernel-module-snd-soc-pisound-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,46,91,28,14
kernel-module-snd-soc-rpi-cirrus-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,69,96,32,31
kernel-module-snd-soc-rpi-proto-5.15.92-v8,5.15.92+git0+509f4b9d68_14b35093ca,64,2,12,44
